0/12343: emocional -->  EMOCIONAL
1219/2532: escogí -->  ESCOGER
1220/2532: mostrarme -->  MOSTRAR
1221/2532: lógicamente -->  LÓGICAMENTE
1222/2532: entenderte -->  ENTENDER
1223/2532: atribuirle -->  ATRIBUIR
1224/2532: sentirte -->  SENTIR
1225/2532: fuente -->  FUENTE
1226/2532: insaciablemente -->  INSACIABLEMENTE
1227/2532: fijación -->  FIJACIÓN
1228/2532: aguantarlo -->  AGUANTAR
1229/2532: entereza -->  ENTEREZA
1230/2532: condicionadas -->  CONDICIONADO
1231/2532: levanten -->  LEVANTAR
1232/2532: cambiarán -->  CAMBIAR
1233/2532: ginebra -->  GINEBRA
1234/2532: rehabilitarse -->  REHABILITAR
1235/2532: probabilidades -->  PROBABILIDAD
1236/2532: hipoacusia -->  -
1237/2532: severa -->  SEVERO
1238/2532: intolerancia -->  INTOLERANCIA
1239/2532: sonidos -->  SONIDO
1240/2532: saludaba -->  SALUDAR
1241/2532: recomponerme -->  RECOMPONER
1242/2532: aprobé -->  APROBAR
1243/2532: dudosas -->  DUDOSO
1244/2532: acabase -->  ACABAR
1245/2532: acuestan -->  ACOSTAR
1246/2532: cistitis -->  CISTITIS
1247/2532: obstáculos -->  OBSTÁCULO
1248/2532: cogieron -->  COGER
1249/2532: antemano -->  MANO
1250/2532: orina -->  ORINA
1251/2532: infecciones -->  INFECCIÓN
1252/2532: organismo -->  ORGANISMO
1253/2532: sinceros -->  SINCERO
1254/2532: indeseado -->  INDESEADO
1255/2532: acuerdan -->  ACORDAR
1256/2532: opino -->  OPINAR
1257/2532: animarla -->  ANIMAR
1258/2532: chías -->  -
1259/2532: gustarles -->  GUSTAR
1260/2532: manco -->  MANCO
1261/2532: distinto -->  DISTINTO
1262/2532: nombro -->  NOMBRAR
1263/2532: tomará -->  TOMAR
1264/2532: conformidad -->  CONFORMIDAD

1265/2532: dermatóloga -->  DERMATÓLOGO
1266/2532: ginecóloga -->  GINECÓLOGO
1267/2532: oporto -->  -
1268/2532: afligirse -->  AFLIGIR
1269/2532: afliges -->  AFLIGIR
1270/2532: rodeado -->  RODEAR
1271/2532: expongo -->  EXPONER
1272/2532: asquerosos -->  ASQUEROSO
1273/2532: disminuyó -->  DISMINUIR
1274/2532: sustancialmente -->  SUSTANCIALMENTE
1275/2532: imponen -->  IMPONER
1276/2532: ocasione -->  OCASIONAR
1277/2532: callarse -->  CALLAR
1278/2532: revelaba -->  REVELAR
1279/2532: descalificaciones -->  DESCALIFICACIÓN
1280/2532: calmaron -->  CALMAR
1281/2532: rebajando -->  REBAJAR
1282/2532: concretamente -->  CONCRETAMENTE
1283/2532: manden -->  MANDAR
1284/2532: vencen -->  VENCER
1285/2532: bajarlo -->  BAJAR
1286/2532: afrontarlos -->  AFRONTAR
1287/2532: reflejada -->  REFLEJAR
1288/2532: sobrepeso -->  SOBREPESO
1289/2532: girado -->  GIRAR
1290/2532: torno -->  TORNO
1291/2532: bascula -->  BASCULAR
1292/2532: estricta -->  ESTRICTO
1293/2532: risperidona -->  -
1294/2532: fatigada -->  FATIGAR
1295/2532: conjunto -->  CONJUNTO
1296/2532: regulares -->  REGULAR
1297/2532: influyan -->  INFLUIR
1298/2532: biografía -->  BIOGRAFÍA
1299/2532: contándole -->  -
1300/2532: colgarle -->  COLGAR
1301/2532: acercaba -->  ACERCAR
1302/2532: ge -->  GE
1303/2532: pm -->  -
1304/2532: espabilarme -->  ESPABILAR
1305/2532: repartiendo -->  REPARTIR
1306/2532: autoimpuestas -->  AUTOIMPUESTO
1307/2532: formateo -->  FORMATEO
1308/2532: trastocado -->  TRASTOCAR
1309/2532: habiéndome -->  -
1310/2532: bote -->  BOTE
1311/2532: mostaza -->  MOSTAZA
1312/2532: exigirme -->  EXIGIR
1313/2532: agujas -->  AGUJA
1314/2532: inactiva -->  INACTIVO
1315/2532: anochecido -->  ANOCHECER
1316/2532: remontado -->  REMONTAR
1317/2532: entendían -->  ENTENDER
1318/2532: levemente -->  LEVEMENTE
1319/2532: seplion -->  -
1320/2532: medías -->  MEDIR
1321/2532: roce -->  ROCE
1322/2532: chapa -->  CHAPA
1323/2532: paragolpes -->  PARAGOLPES
1324/2532: produjo -->  PRODUCIR
1325/2532: latir -->  LATIR
1326/2532: autentica -->  AUTENTICAR
1327/2532: olvidarlo -->  OLVIDAR
1328/2532: acelera -->  ACELERAR
1329/2532: oprime -->  OPRIMIR
1330/2532: sacármelo -->  -
1331/2532: expresar -->  EXPRESAR
1332/2532: arrebatos -->  ARREBATO
1333/2532: silvia -->  -
1334/2532: exnovia -->  NOVIO
1335/2532: retome -->  RETOMAR
1336/2532: viéndola -->  -
1337/2532: recuperarla -->  RECUPERAR
1338/2532: forme -->  FORMAR
1339/2532: municipio -->  MUNICIPIO
1340/2532: aseos -->  ASEO
1341/2532: desconcentrada -->  DESCONCENTRAR
1342/2532: juzgados -->  JUZGADO
1343/2532: culpabilizándome -->  -
1344/2532: plantación -->  PLANTACIÓN
1345/2532: mariguana -->  -
1346/2532: revisar -->  REVISAR
1347/2532: furgonetas -->  FURGONETA
1348/2532: blancas -->  BLANCO
1349/2532: saltarse -->  SALTAR
1350/2532: m -->  -
1351/2532: ampara -->  AMPARAR
1352/2532: creencia -->  CREENCIA
1353/2532: respirando -->  RESPIRAR
1354/2532: progresará -->  PROGRESAR
1355/2532: gozar -->  GOZAR
1356/2532: repetirme -->  REPETIR
1357/2532: precedentes -->  PRECEDENTE
1358/2532: varía -->  VARIAR
1359/2532: logran -->  LOGRAR
1360/2532: sacrificado -->  SACRIFICAR
1361/2532: merezca -->  MERECER
1362/2532: comparar -->  COMPARAR
1363/2532: precios -->  PRECIO
1364/2532: cuadrar -->  CUADRAR
1365/2532: alternativas -->  ALTERNATIVA
1366/2532: atrancada -->  ATRANCAR
1367/2532: agradarles -->  AGRADAR
1368/2532: dedicándole -->  -
1369/2532: rindiendo -->  RENDIR
1370/2532: rondando -->  RONDAR
1371/2532: definido -->  DEFINIDO
1372/2532: temiendo -->  TEMER
1373/2532: sujeto -->  SUJETO
1374/2532: consecutivos -->  CONSECUTIVO
1375/2532: desarrollado -->  DESARROLLADO
1376/2532: añaden -->  AÑADIR
1377/2532: cuadrantes -->  CUADRANTE
1378/2532: sintiera -->  SENTIR
1379/2532: discreta -->  DISCRETO
1380/2532: cuadrante -->  CUADRANTE
1381/2532: basa -->  BASA
1382/2532: discriminada -->  DISCRIMINADO
1383/2532: espiada -->  ESPIAR
1384/2532: obligar -->  OBLIGAR
1385/2532: firmar -->  FIRMAR
1386/2532: acosada -->  ACOSAR
1387/2532: ajusta -->  AJUSTAR
1388/2532: intentaban -->  INTENTAR
1389/2532: cambiarlas -->  CAMBIAR
1390/2532: obligue -->  OBLIGAR
1391/2532: recargar -->  RECARGAR
1392/2532: valerianas -->  VALERIANA
1393/2532: controle -->  CONTROLAR
1394/2532: cabezonería -->  CABEZONERÍA
1395/2532: cuántas -->  CUÁNTO
1396/2532: impusieron -->  IMPONER
1397/2532: testigo -->  TESTIGO
1398/2532: sanción -->  SANCIÓN
1399/2532: recibida -->  RECIBIDO
1400/2532: recurrentes -->  RECURRENTE
1401/2532: deportes -->  DEPORTE
1402/2532: practicarlo -->  PRACTICAR
1403/2532: mitigado -->  MITIGAR
1404/2532: impuesta -->  IMPONER
1405/2532: sentencia -->  SENTENCIA
1406/2532: haciéndolos -->  -
1407/2532: especiales -->  ESPECIAL
1408/2532: nuño -->  -
1409/2532: cambridge -->  -
1410/2532: fríos -->  FRÍO
1411/2532: poquísimas -->  POQUÍSIMO
1412/2532: metástasis -->  -
1413/2532: venezuela -->  -
1414/2532: eventos -->  EVENTO
1415/2532: culturales -->  CULTURAL
1416/2532: capital -->  CAPITAL
1417/2532: mejoraré -->  MEJORAR
1418/2532: ysmenia -->  -
1419/2532: ruiz -->  -
1420/2532: calzadilla -->  -
1421/2532: discal -->  DISCAL
1422/2532: enfrascado -->  ENFRASCAR
1423/2532: ficha -->  FICHA
1424/2532: encerrando -->  ENCERRAR
1425/2532: actuando -->  ACTUAR
1426/2532: recelo -->  RECELO
1427/2532: muestro -->  MOSTRAR
1428/2532: actuara -->  ACTUAR
1429/2532: zombie -->  -
1430/2532: afrontarlo -->  AFRONTAR
1431/2532: duró -->  DURAR
1432/2532: diagnosticándome -->  -
1433/2532: intencionado -->  INTENCIONADO
1434/2532: filetes -->  FILETE
1435/2532: rusos -->  RUSO
1436/2532: salsas -->  SALSA
1437/2532: pepitos -->  PEPITO
1438/2532: regalices -->  REGALIZ
1439/2532: vomite -->  VOMITAR
1440/2532: permaneciera -->  PERMANECER
1441/2532: comenzara -->  COMENZAR
1442/2532: oscuras -->  OSCURO
1443/2532: partí -->  PARTIR
1444/2532: pediré -->  PEDIR
1445/2532: ofende -->  OFENDER
1446/2532: tomarlas -->  TOMAR
1447/2532: despedirá -->  DESPEDIR
1448/2532: fea -->  FEO
1449/2532: mandas -->  MANDA
1450/2532: enviando -->  ENVIAR
1451/2532: solucionarse -->  SOLUCIONAR
1452/2532: porto -->  PORTAR
1453/2532: investigando -->  INVESTIGAR
1454/2532: englobarse -->  ENGLOBAR
1455/2532: denomina -->  DENOMINAR
1456/2532: amaxofobia -->  -
1457/2532: autopista -->  AUTOPISTA
1458/2532: creciente -->  CRECIENTE
1459/2532: curvas -->  CURVA
1460/2532: planificar -->  PLANIFICAR
1461/2532: exesposa -->  ESPOSO
1462/2532: brutos -->  BRUTO
1463/2532: bienes -->  BIEN
1464/2532: gananciales -->  GANANCIAL
1465/2532: aviso -->  AVISO
1466/2532: influencias -->  INFLUENCIA
1467/2532: especializado -->  ESPECIALIZADO
1468/2532: plantilla -->  PLANTILLA
1469/2532: ignorado -->  IGNORADO
1470/2532: soberbia -->  SOBERBIA
1471/2532: amplían -->  AMPLIAR
1472/2532: sonrío -->  SONREÍR
1473/2532: ejercitar -->  EJERCITAR
1474/2532: vídeos -->  VÍDEO
1475/2532: desplacé -->  DESPLAZAR
1476/2532: escala -->  ESCALA
1477/2532: mediante -->  MEDIANTE
1478/2532: diafragma -->  DIAFRAGMA
1479/2532: resultó -->  RESULTAR
1480/2532: efectivo -->  EFECTIVO
1481/2532: conducido -->  CONDUCIR
1482/2532: trayecto -->  TRAYECTO
1483/2532: manifestaba -->  MANIFESTAR
1484/2532: recorrido -->  RECORRIDO
1485/2532: realicé -->  REALIZAR
1486/2532: frecuentadas -->  FRECUENTAR
1487/2532: avanzaba -->  AVANZAR
1488/2532: tendía -->  TENDER
1489/2532: perceptible -->  PERCEPTIBLE
1490/2532: rubor -->  RUBOR
1491/2532: apoyándome -->  -
1492/2532: suda -->  SUDAR
1493/2532: maderas -->  MADERA
1494/2532: acordase -->  ACORDAR
1495/2532: tiramos -->  TIRAR
1496/2532: hablarlos -->  HABLAR
1497/2532: inyecciones -->  INYECCIÓN
1498/2532: amar -->  AMAR
1499/2532: alejandra -->  -
1500/2532: apurada -->  APURADO
1501/2532: eneagrama -->  -
1502/2532: despunta -->  DESPUNTAR
1503/2532: despuntaba -->  DESPUNTAR
1504/2532: participo -->  PARTICIPAR
1505/2532: programarlo -->  PROGRAMAR
1506/2532: añado -->  AÑADIR
1507/2532: circadin -->  -
1508/2532: señal -->  SEÑAL
1509/2532: ineficaz -->  INEFICAZ
1510/2532: pseudo -->  -
1511/2532: placebos -->  -
1512/2532: arregla -->  ARREGLAR
1513/2532: farmacopea -->  FARMACOPEA
1514/2532: embotamientoembobamiento -->  -
1515/2532: abarca -->  ABARCA
1516/2532: opera -->  OPERAR
1517/2532: metidos -->  METIDO
1518/2532: paliativa -->  PALIATIVO
1519/2532: preparados -->  PREPARADO
1520/2532: caros -->  CARO
1521/2532: dienta -->  -
1522/2532: olvidada -->  OLVIDADO
1523/2532: ordenado -->  ORDENADO
1524/2532: doto -->  DOTAR
1525/2532: desconfigurado -->  -
1526/2532: gastadora -->  GASTADOR
1527/2532: miso -->  -
1528/2532: lio -->  LIAR
1529/2532: tocamos -->  TOCAR
1530/2532: inesperados -->  INESPERADO
1531/2532: oscura -->  OSCURO
1532/2532: escribirme -->  ESCRIBIR
1533/2532: durmió -->  DORMIR
1534/2532: recogerla -->  RECOGER
1535/2532: ducharla -->  DUCHAR
1536/2532: empeñó -->  EMPEÑAR
1537/2532: zentiva -->  -
1538/2532: digerir -->  DIGERIR
1539/2532: hemorroides -->  HEMORROIDES
1540/2532: internas -->  INTERNO
1541/2532: profundos -->  PROFUNDO
1542/2532: portándose -->  -
1543/2532: creían -->  CREER
1544/2532: reta -->  RETAR
1545/2532: tomándola -->  -
1546/2532: retardado -->  RETARDAR
1547/2532: aterrando -->  ATERRAR
1548/2532: retándome -->  -
1549/2532: apega -->  APEGAR
1550/2532: lista -->  LISTA
1551/2532: gritara -->  GRITAR
1552/2532: encerré -->  ENCERRAR
1553/2532: claudia -->  CLAUDIA
1554/2532: reflexión -->  REFLEXIÓN
1555/2532: trascribo -->  TRASCRIBIR
1556/2532: saluda -->  SALUDAR
1557/2532: pasillos -->  PASILLO
1558/2532: entierro -->  ENTIERRO
1559/2532: volcaron -->  VOLCAR
1560/2532: llamarán -->  LLAMAR
1561/2532: objetivamente -->  OBJETIVAMENTE
1562/2532: viena -->  -
1563/2532: mustio -->  MUSTIO
1564/2532: divierto -->  DIVERTIR
1565/2532: estupideces -->  ESTUPIDEZ
1566/2532: apuntes -->  APUNTE
1567/2532: aplazó -->  APLAZAR
1568/2532: hablásemos -->  HABLAR
1569/2532: orientadora -->  ORIENTADOR
1570/2532: remuerde -->  REMORDER
1571/2532: enserio -->  -
1572/2532: skate -->  -
1573/2532: ionela -->  -
1574/2532: potencial -->  POTENCIAL
1575/2532: interrupciones -->  INTERRUPCIÓN
1576/2532: aplana -->  APLANAR
1577/2532: gastroscopia -->  -
1578/2532: jubilada -->  JUBILADO
1579/2532: vengan -->  VENGAR
1580/2532: bacteria -->  BACTERIA
1581/2532: negligencia -->  NEGLIGENCIA
1582/2532: dejársela -->  -
1583/2532: queremos -->  QUERER
1584/2532: intolerante -->  INTOLERANTE
1585/2532: replantearme -->  REPLANTEAR
1586/2532: opos -->  -
1587/2532: existiendo -->  EXISTIR
1588/2532: encontrarles -->  ENCONTRAR
1589/2532: metódica -->  METÓDICO
1590/2532: patillas -->  PATILLA
1591/2532: rebeca -->  REBECA
1592/2532: premenstrual -->  PREMENSTRUAL
1593/2532: reproche -->  REPROCHE
1594/2532: equivocar -->  EQUIVOCAR
1595/2532: identificara -->  IDENTIFICAR
1596/2532: matrimoniosexo -->  -
1597/2532: disfrutó -->  DISFRUTAR
1598/2532: expresarle -->  EXPRESAR
1599/2532: dialogar -->  DIALOGAR
1600/2532: ovulación -->  OVULACIÓN
1601/2532: recriminárselo -->  -
1602/2532: incontrolable -->  INCONTROLABLE
1603/2532: persistente -->  PERSISTENTE
1604/2532: ebastel -->  -
1605/2532: afonía -->  AFONÍA
1606/2532: jalea -->  JALEA
1607/2532: dolorosas -->  DOLOROSA
1608/2532: ausencias -->  AUSENCIA
1609/2532: lúcido -->  LÚCIDO
1610/2532: sanguíneo -->  SANGUÍNEO
1611/2532: podo -->  PODAR
1612/2532: arrancaba -->  ARRANCAR
1613/2532: mandase -->  MANDAR
1614/2532: seque -->  SECAR
1615/2532: caber -->  CABER
1616/2532: relejado -->  -
1617/2532: hidalgo -->  HIDALGO
1618/2532: pata -->  PATA
1619/2532: palpitación -->  PALPITACIÓN
1620/2532: gelatina -->  GELATINA
1621/2532: aquellos -->  AQUEL
1622/2532: boicotearme -->  BOICOTEAR
1623/2532: compulsivo -->  COMPULSIVO
1624/2532: autónoma -->  AUTÓNOMO
1625/2532: arreglarme -->  ARREGLAR
1626/2532: masculino -->  MASCULINO
1627/2532: enjuicie -->  ENJUICIAR
1628/2532: buenísima -->  -
1629/2532: incidencias -->  INCIDENCIA
1630/2532: acusación -->  ACUSACIÓN
1631/2532: sustituta -->  SUSTITUTO
1632/2532: prospecto -->  PROSPECTO
1633/2532: consultarlo -->  CONSULTAR
1634/2532: comparten -->  COMPARTIR
1635/2532: videos -->  -
1636/2532: increíbles -->  INCREÍBLE
1637/2532: bondad -->  BONDAD
1638/2532: compartan -->  COMPARTIR
1639/2532: generosos -->  GENEROSO
1640/2532: reconozcamos -->  RECONOCER
1641/2532: cualidades -->  CUALIDAD
1642/2532: criticamos -->  CRITICAR
1643/2532: tendón -->  TENDÓN
1644/2532: descontracturante -->  -
1645/2532: sumatriptán -->  -
1646/2532: machaque -->  MACHAQUE
1647/2532: morirá -->  MORIR
1648/2532: sopetón -->  SOPETÓN
1649/2532: núcleo -->  NÚCLEO
1650/2532: cancerígeno -->  CANCERÍGENO
1651/2532: superó -->  SUPERAR
1652/2532: parientes -->  PARIENTE
1653/2532: mortalidad -->  MORTALIDAD
1654/2532: trasnoché -->  TRASNOCHAR
1655/2532: mantenían -->  MANTENER
1656/2532: agudizó -->  AGUDIZAR
1657/2532: alivió -->  ALIVIAR
1658/2532: encargo -->  ENCARGO
1659/2532: anunciaron -->  ANUNCIAR
1660/2532: detonante -->  DETONANTE
1661/2532: contraorden -->  CONTRAORDEN
1662/2532: penalización -->  PENALIZACIÓN
1663/2532: contratan -->  CONTRATAR
1664/2532: colmar -->  COLMAR
1665/2532: represalias -->  REPRESALIA
1666/2532: signo -->  SIGNO
1667/2532: incomodidad -->  INCOMODIDAD
1668/2532: somatizar -->  -
1669/2532: libido -->  LIBIDO
1670/2532: reflejado -->  REFLEJAR
1671/2532: peque -->  PEQUE
1672/2532: hables -->  HABLAR
1673/2532: obtendré -->  OBTENER
1674/2532: psicofarmacológico -->  -
1675/2532: significativos -->  SIGNIFICATIVO
1676/2532: anhedonia -->  -
1677/2532: concilio -->  CONCILIO
1678/2532: abro -->  ABRIR
1679/2532: infravaloración -->  INFRAVALORACIÓN
1680/2532: desastroso -->  DESASTROSO
1681/2532: empatamos -->  EMPATAR
1682/2532: jorobo -->  JOROBAR
1683/2532: moro -->  MORO
1684/2532: recordó -->  RECORDAR
1685/2532: aprobando -->  APROBAR
1686/2532: superioridad -->  SUPERIORIDAD
1687/2532: suelto -->  SUELTO
1688/2532: destacado -->  DESTACADO
1689/2532: desestabilidad -->  -
1690/2532: pronóstico -->  PRONÓSTICO
1691/2532: surgir -->  SURGIR
1692/2532: legales -->  LEGAL
1693/2532: baste -->  BASTAR
1694/2532: racionalizar -->  RACIONALIZAR
1695/2532: distrae -->  DISTRAER
1696/2532: achacado -->  ACHACAR
1697/2532: disculpe -->  DISCULPAR
1698/2532: indispuesta -->  INDISPUESTO
1699/2532: valerme -->  VALER
1700/2532: atenderle -->  ATENDER
1701/2532: pesase -->  PESAR
1702/2532: mandíbula -->  MANDÍBULA
1703/2532: risa -->  RISA
1704/2532: repuestas -->  REPONER
1705/2532: intestino -->  INTESTINO
1706/2532: pasare -->  -
1707/2532: anote -->  ANOTAR
1708/2532: retuviera -->  RETENER
1709/2532: deudas -->  DEUDA
1710/2532: valoraran -->  VALORAR
1711/2532: aliviada -->  ALIVIAR
1712/2532: callaba -->  CALLAR
1713/2532: campamento -->  CAMPAMENTO
1714/2532: almería -->  -
1715/2532: deseándolo -->  -
1716/2532: cuidamos -->  CUIDAR
1717/2532: acusando -->  ACUSAR
1718/2532: anticonceptivas -->  ANTICONCEPTIVO
1719/2532: enamorado -->  ENAMORADO
1720/2532: llevábamos -->  LLEVAR
1721/2532: enamore -->  ENAMORAR
1722/2532: huella -->  HUELLA
1723/2532: expresando -->  EXPRESAR
1724/2532: droggy -->  -
1725/2532: durmiéndome -->  -
1726/2532: precisar -->  PRECISAR
1727/2532: partida -->  PARTIDA
1728/2532: tramos -->  TRAMO
1729/2532: continuada -->  CONTINUAR
1730/2532: interrupción -->  INTERRUPCIÓN
1731/2532: discontinua -->  DISCONTINUO
1732/2532: interfiere -->  INTERFERIR
1733/2532: terminarse -->  TERMINAR
1734/2532: capsulas -->  CAPSULAR
1735/2532: asimile -->  ASIMILAR
1736/2532: volviéndome -->  -
1737/2532: asiduamente -->  ASIDUAMENTE
1738/2532: respetada -->  RESPETAR
1739/2532: exige -->  EXIGIR
1740/2532: rota -->  ROTO
1741/2532: conceden -->  CONCEDER
1742/2532: rmi -->  -
1743/2532: destrozan -->  DESTROZAR
1744/2532: tabla -->  TABLA
1745/2532: salvación -->  SALVACIÓN
1746/2532: temblaron -->  TEMBLAR
1747/2532: tiran -->  TIRAR
1748/2532: aceptaban -->  ACEPTAR
1749/2532: refieran -->  REFERIR
1750/2532: vahídos -->  VAHÍDO
1751/2532: descartado -->  DESCARTAR
1752/2532: necesitas -->  NECESITAR
1753/2532: acudo -->  ACUDIR
1754/2532: calvo -->  CALVO
1755/2532: atiende -->  ATENDER
1756/2532: considerarse -->  CONSIDERAR
1757/2532: trasnochadora -->  TRASNOCHADOR
1758/2532: modelismo -->  MODELISMO
1759/2532: discotecas -->  DISCOTECA
1760/2532: bebidas -->  BEBIDA
1761/2532: alcohólicas -->  ALCOHÓLICO
1762/2532: epiléptico -->  EPILÉPTICO
1763/2532: divertida -->  DIVERTIDO
1764/2532: quieras -->  QUERER
1765/2532: emoción -->  EMOCIÓN
1766/2532: contagian -->  CONTAGIAR
1767/2532: conozcamos -->  CONOCER
1768/2532: encanto -->  ENCANTO
1769/2532: deberías -->  DEBER
1770/2532: entristeces -->  ENTRISTECER
1771/2532: vomité -->  VOMITAR
1772/2532: agravaron -->  AGRAVAR
1773/2532: afectar -->  AFECTAR
1774/2532: afectó -->  AFECTAR
1775/2532: limitaba -->  LIMITAR
1776/2532: acta -->  ACTA
1777/2532: picores -->  PICOR
1778/2532: procurara -->  PROCURAR
1779/2532: sal -->  SAL
1780/2532: clavando -->  CLAVAR
1781/2532: puñales -->  PUÑAL
1782/2532: costados -->  COSTADO
1783/2532: agraven -->  AGRAVAR
1784/2532: adelgazara -->  ADELGAZAR
1785/2532: calvario -->  CALVARIO
1786/2532: gabapentina -->  -
1787/2532: objetos -->  OBJETO
1788/2532: oculto -->  OCULTO
1789/2532: debían -->  DEBER
1790/2532: beneficiarme -->  BENEFICIAR
1791/2532: remedia -->  REMEDIAR
1792/2532: triunfo -->  TRIUNFO
1793/2532: infiltró -->  INFILTRAR
1794/2532: codo -->  CODO
1795/2532: epicondilitis -->  -
1796/2532: hablen -->  HABLAR
1797/2532: alex -->  -
1798/2532: raúl -->  -
1799/2532: lorie -->  -
1800/2532: obligaran -->  OBLIGAR
1801/2532: pesarlo -->  PESAR
1802/2532: notablemente -->  NOTABLEMENTE
1803/2532: esquivando -->  ESQUIVAR
1804/2532: distraigo -->  DISTRAER
1805/2532: conformismo -->  CONFORMISMO
1806/2532: vencerlo -->  VENCER
1807/2532: cuñadas -->  CUÑADO
1808/2532:  -->  
1809/2532: obligarme -->  OBLIGAR
1810/2532: urjc -->  -
1811/2532: sepan -->  SABER
1812/2532: desecharlos -->  DESECHAR
1813/2532: interactuado -->  INTERACTUAR
1814/2532: ofrecer -->  OFRECER
1815/2532: jungla -->  JUNGLA
1816/2532: socializar -->  SOCIALIZAR
1817/2532: nulas -->  NULO
1818/2532: diálogo -->  DIÁLOGO
1819/2532: agobiara -->  AGOBIAR
1820/2532: máster -->  MÁSTER
1821/2532: imaginé -->  IMAGINAR
1822/2532: amargar -->  AMARGAR
1823/2532: ardor -->  ARDOR
1824/2532: aturullo -->  -
1825/2532: progreso -->  PROGRESO
1826/2532: preguntan -->  PREGUNTAR
1827/2532: gritándolas -->  -
1828/2532: estallo -->  ESTALLAR
1829/2532: maligna -->  MALIGNO
1830/2532: paliarlos -->  PALIAR
1831/2532: nazca -->  NACER
1832/2532: planeo -->  PLANEO
1833/2532: desilusionan -->  DESILUSIONAR
1834/2532: traiciona -->  TRAICIONAR
1835/2532: sobrepasando -->  SOBREPASAR
1836/2532: cuidarle -->  CUIDAR
1837/2532: temores -->  TEMOR
